,a,b,c,d,e,f,g,h,i,j,y
22,0.40824528810943705,0.5858234813955644,0.814105149722613,0.7568846267685362,0.017991750027999798,0.6435205897221884,0.6365293386871848,0.15187711492561162,0.30228085148026695,0.328683770424512,1.2311626147033536
23,0.6683829151917131,0.8601362386128862,0.3405421586671249,0.6179071289937369,0.7308060611865236,0.6519348247811454,0.164955688435782,0.16683675208089066,0.030490328219842655,0.9654267823149508,1.2724278893339493
24,0.1666610942409884,0.2698830533610149,0.4236096706494633,0.6873859111222287,0.6232372205240426,0.5291403802715762,0.39674597180472815,0.590859174115326,0.40979937254131527,0.04775227703100071,1.130407913343967
25,0.7068744211399995,0.5222058594393433,0.8851910302500912,0.7029579087290275,0.40628729912661776,0.9279967096568543,0.7375660480494982,0.8172633703455779,0.6326174835276344,0.9032932314627944,1.517028847214044
26,0.8512339328227089,0.36654882133684097,0.4073584373272303,0.9826064411782384,0.017339353637038424,0.7904658210950587,0.7805513044950338,0.9553397786349618,0.42741185245695645,0.9214691674712985,1.6860193914565402
27,0.02422719744552304,0.8056127173919724,0.5101938526931827,0.364708849427389,0.2915917388013247,0.5795721208149119,0.452159119834053,0.44104593097104816,0.25593962471866205,0.3630703672619503,0.7174253060521775
28,0.8002510938294314,0.09727409644892493,0.49305016826790193,0.11523568854162447,0.010450194783527378,0.5114936333066525,0.45371709031148444,0.6438703086611318,0.533443058777481,0.9415565622719584,1.713670264319199
29,0.2410263229870876,0.18932035351408527,0.9358467029916921,0.15945708256663926,0.9549435023857316,0.15492739368380415,0.3377464024801542,0.09260542605559363,0.09554548867774082,0.5378048245661318,1.221263230952354
30,0.8041415542547923,0.5861272543173235,0.6201759808460043,0.7712164309774272,0.5094463839622878,0.38117694826913506,0.48966017416710195,0.06601659942448912,0.03871888625791131,0.2324143818410057,1.5539868695171841
31,0.8101668399318012,0.6101561179442726,0.3059944163302155,0.6674870402558409,0.6167388818055903,0.24972755819500436,0.4581753733453283,0.8047973247706469,0.7958492449504012,0.9668400745335205,1.544126198168549
32,0.8009322918282067,0.6685938640414429,0.014351094923291563,0.8671479359819491,0.5596195739993314,0.919037117775209,0.2395415992051957,0.27345401738250563,0.3426686749039901,0.6231041274041115,1.503288394022854
33,0.6914434451607049,0.9198844134986965,0.05925692099588786,0.6455529506463504,0.47913469769619155,0.03221251300649319,0.880956511424141,0.6417973748910412,0.3183132339620477,0.3234830386731895,1.244300013499002
34,0.037283807242498024,0.40024395701310356,0.7865939003394294,0.48196823436833736,0.6487668194312705,0.1745236289726867,0.6419742154791566,0.5950214021861896,0.9901435389358163,0.8870086093133488,0.9584284122010325
35,0.3230708057829118,0.5024142292793724,0.18697630611227845,0.5271601712221692,0.7427609072578029,0.2754881726638154,0.25444693224097226,0.01854000412569734,0.5093341784106893,0.04928382037220014,1.193940304862487
36,0.8253853023314498,0.3411754848363656,0.5684616478408608,0.5059466285567373,0.33945755164164315,0.04792308212415031,0.17018715427299347,0.8665662964405715,0.7584539302827714,0.32437155323277034,1.678074889751931
37,0.6431964831901007,0.3738429917218068,0.5740980000520698,0.802275026927824,0.7630360293070109,0.7050352891906999,0.8401671314564262,0.4649811870108499,0.8658581606970139,0.16642321442372698,1.5307787270109847
38,0.6847817071705348,0.031361986934896224,0.41040662175454423,0.8779181789004609,0.00963234881273134,0.31871936176579385,0.9962107614174955,0.6340165174118265,0.674647565379668,0.2121128907335531,1.6320464972049042
39,0.4618808558439381,0.9653817463693429,0.4551918355679403,0.617125197262876,0.23426615621994262,0.7342335051842965,0.7453050360871935,0.43565151444682704,0.8408364685837153,0.27038004773560265,1.0150264186186144
40,0.9731580918676699,0.5836661477297144,0.1667047194751522,0.81647779102249,0.11044892234469805,0.018067783361203738,0.07995369060380064,0.20624117621657212,0.887872196407787,0.1849773033909653,1.6617504685965439
41,0.44881090938135704,0.3536205707450396,0.24591494643987555,0.2200169209067514,0.2491044940980065,0.11192749964943993,0.0987914600912535,0.7637562431634238,0.7071367008586567,0.56956446363434,1.3726224726887848
42,0.8493563209618784,0.719607597949667,0.026408134573410846,0.3663595880995342,0.4620317020733282,0.04726591666139335,0.7046094275938892,0.7195727115035251,0.015734722116973465,0.14123062447174894,1.5035800299946944
43,0.9061195888511964,0.5742631596072927,0.08315496284514767,0.29814421032967364,0.6399700626540693,0.5427507592114252,0.5894179073912358,0.155434435029837,0.9779138165110168,0.34167311568924363,1.6270607210594847
44,0.471543668528527,0.4916991609289475,0.7292708581832331,0.9352872341689327,0.5512326694354673,0.6840039718474552,0.6748923302822741,0.2724043751984019,0.0557223712024002,0.8474514488371118,1.335867366901914
45,0.600218389651472,0.3437552744193454,0.9445912077173891,0.20940426800148926,0.24822584523631064,0.1711355288366695,0.7254319859431463,0.2153943814621907,0.36178151574636075,0.5423786569837967,1.5064632701878118
46,0.5639308670169265,0.7291126292501438,0.670603837046352,0.9974616189770579,0.09930825375132646,0.5840129813715432,0.911874962690563,0.5123635400844166,0.23820042627292692,0.37789803362710217,1.2811219557453544
47,0.20639205305261055,0.7085666376016198,0.3116945569596473,0.4126415606413767,0.4036819688712714,0.9097541098248068,0.6482098166657095,0.30285682807693404,0.6490319572741605,0.0758361146289992,0.9651605957318317
48,0.6177413430276513,0.9355756910050944,0.5846567519743334,0.6506947286904946,0.733363788788718,0.28893900825539864,0.9516933161526762,0.9135795673109175,0.8443149078636019,0.49110900853293193,1.1728761963586536
49,0.42442619159205586,0.1517452786450718,0.3759429165437831,0.7581187911216625,0.6191002849995947,0.3364936972721856,0.005043887892097754,0.1712920034833535,0.7484100529157132,0.8457841386500566,1.4011430304028494
50,0.6525902804210436,0.35938346365251717,0.5743048462186053,0.33899358864694096,0.43416006671117546,0.2630252883673684,0.7193378168993448,0.6908419998226534,0.7827027768980428,0.12968540292706932,1.5442715244667093
51,0.6732955720255374,0.7964168366714839,0.51759162138122,0.21980452173814913,0.2488323807312226,0.5493839302341208,0.5690940628599713,0.1736514214419097,0.052272470283969086,0.8779299248337837,1.3233846534034095
52,0.4253437168074157,0.9545816798621121,0.27472813341277125,0.6215750796999655,0.4890578683087383,0.07088956304921457,0.06036151162882808,0.25857629974145213,0.508501918872428,0.6943725882174172,0.9911865886890724
53,0.42035524076922615,0.9900605771597205,0.5859718673387342,0.987532953873746,0.5636687289487906,0.8537330511497881,0.19767602019708974,0.9447801956038768,0.3523432929155317,0.902548178298587,0.9574253179878021
54,0.46915114761101107,0.9466935049960703,0.2442669334427,0.6896426215663033,0.26891885498169443,0.8621226081489571,0.3824620017700674,0.32460087174059404,0.3338691752696423,0.36516073092553036,1.0370911556168192
55,0.9500456111287963,0.928864602370247,0.5968557042400812,0.17258210412041874,0.09133143582749215,0.5707870725257929,0.8230933178455496,0.9138147196619761,0.019991511306397314,0.5175552414699337,1.4129135371352082
56,0.48534217825767134,0.5300796291595007,0.9995428452241721,0.8021157182644587,0.3651057656079495,0.3271048098535917,0.23582642569922962,0.1280519872827105,0.4383262735291982,0.7330493811637538,1.3294403048687147
57,0.7545320108094982,0.9175562229002995,0.8039295843857498,0.8012360952804166,0.5827967802151618,0.9053104132115967,0.8038254693924524,0.7217441337074497,0.49985056329017663,0.9807051947225776,1.2933456241691643
58,0.8720230442966905,0.6758143194918093,0.7354098531877548,0.6299289269227281,0.06468815167758524,0.8704347099454106,0.29810586852613685,0.044281315152884915,0.9763669295398889,0.8773366889266293,1.5461655975532378
59,0.42605380057977005,0.6143099424962647,0.14789761027638282,0.9064359687535881,0.6555662065017878,0.04343574088774793,0.10815516684001947,0.4364920684817172,0.9761515897305035,0.6367870802588773,1.2312870595806324
60,0.244036091331281,0.20501539558442716,0.8075413474669985,0.2497378967008751,0.9660622670199401,0.5870060829791237,0.5307860787253508,0.8892223901064719,0.08153848806069108,0.9650108496746445,1.2209291066613517
61,0.49316856561309186,0.38379469737451066,0.01489603715952037,0.23015382616363955,0.067705752359284,0.906731831871052,0.8351914323240629,0.5970478436988327,0.6595115350440437,0.21528735486237904,1.4014707537653743
62,0.8042972261437235,0.7011636846741705,0.3450289195835773,0.5194730746044703,0.2725530620144855,0.2555770191124409,0.508411935627598,0.12690208872507247,0.13160787732733692,0.9488940974652758,1.4849193347085883
63,0.23671273392001224,0.7495049151140388,0.22119987531879626,0.02406973096338294,0.6134527404557587,0.5585287837347261,0.3809091434979355,0.27808003878243315,0.9533746978125447,0.5175093869404456,0.9667767584782472
64,0.2672122157603861,0.38225436595237083,0.35725654636210646,0.5802710189588716,0.3892107126563472,0.2437542840208462,0.6406066824302231,0.3409165292670291,0.2600949742372167,0.3605630404992032,1.1919573184190377
65,0.5003715628482452,0.6182253119242908,0.30569849921556147,0.44611166214009457,0.48260335108650076,0.9628622666158932,0.14560954516638702,0.1406711652437609,0.4104993440992848,0.9730435038513393,1.295563886710593
66,0.4157597314711029,0.8085571259761157,0.17428950853743297,0.753203745965283,0.40928728988802066,0.33873813403786135,0.0700739980156786,0.08434025033643067,0.4030864459997835,0.5111067303990303,1.0946511097032554
67,0.6075585090964102,0.7182391359301269,0.509661034130251,0.007145497991288274,0.6772707107878786,0.7268903597035689,0.5914694216540705,0.2773912260671487,0.2174859057091144,0.3332222265221939,1.3244183129979166
68,0.22102973704890594,0.0876158942502363,0.14351485262537678,0.961491791688358,0.5431417005661447,0.774008492444815,0.47608983298218044,0.7963430123443535,0.8638617630894048,0.7817794869747621,1.2157890505061772
69,0.25944799405505803,0.07191919866310226,0.5885358058727482,0.5057697320084,0.7287623397558587,0.197423846794193,0.1796429440591334,0.5490276202925142,0.12563027920911962,0.8638766726385613,1.2539635429427358
70,0.633218547597453,0.2858579160607063,0.4603782893223214,0.4846724335713367,0.9812814189029005,0.9410489845543313,0.46847728475776584,0.5072292775058813,0.18518047329803144,0.12279868162993923,1.551482284324893
71,0.9016299107835872,0.004345703359736053,0.9766899910071294,0.7705221014625471,0.6168807830347681,0.1405988709977063,0.312609964864786,0.4521331681906404,0.8077003086167046,0.484908345981787,1.7844214568891132
72,0.1802392483546017,0.13874005001642442,0.3071860279144881,0.9083980514650668,0.707189377424098,0.3155548765856351,0.4188696143770373,0.795589617689116,0.2031532418359211,0.7171895472266051,1.1698475874025391
73,0.7493563041945575,0.7056550923502756,0.12996302220891376,0.20684305201362796,0.3743446295001509,0.34854076261638034,0.2756046424264611,0.7898025389983079,0.5531665100616449,0.6258565519179611,1.4426715840723816
74,0.8816399018902784,0.23956692470427554,0.7041199864953169,0.8273309405466817,0.9394751090106794,0.42895543880327947,0.13293036008443648,0.6537181477883736,0.09888596884580769,0.05476046716539973,1.7439781401624164
75,0.7122151732949688,0.08976086563024566,0.23662915828690378,0.5698663130293136,0.21246614745963321,0.5968244426027449,0.5745219560132402,0.21514951847232555,0.29310424615658714,0.6588910752651008,1.64990485866052
76,0.34307317141814775,0.11941354644808744,0.023472520902349858,0.8656001281751583,0.4406891634523,0.6684942129398663,0.071645950102739,0.8000445301271066,0.1521254988573808,0.02603648074896614,1.3295303023439977
77,0.5427312051232142,0.5623815762808143,0.4335246492615752,0.14772080211479222,0.833164768318237,0.8425848639720729,0.27544993928564876,0.6089444618361359,0.06966219792227746,0.1683724898585659,1.3630713804895813
78,0.828735102727414,0.49700413982739333,0.3670337061915142,0.5865129886647156,0.28045378626960793,0.5509604653481087,0.08357507001503306,0.8503111150735911,0.6499932891985089,0.6794445156839459,1.6165206591142343
79,0.7050595322946112,0.9554980793682044,0.6124374112852035,0.529397044153571,0.9468631844569816,0.5729664020557961,0.33790625387091033,0.08291035612528008,0.987704640210696,0.20828302884444738,1.2253461718961642
80,0.7719919602730761,0.6641054898865861,0.010166767857193282,0.32950233354230396,0.7964053656377802,0.7557258344060295,0.15179011714917656,0.35908341455259807,0.6262411411525592,0.7932724017272127,1.4851279440185643
81,0.8773925836797011,0.28659477431972147,0.702698171749343,0.8752214630461156,0.9162391460519553,0.4243352906320291,0.3548864526060933,0.8132293740126905,0.6522062543309284,0.5897310446435869,1.7285994124296797
82,0.20988138130822254,0.8274955909097678,0.4283466000928223,0.9363852300994293,0.6556748825175649,0.3943308690229047,0.028410739512051864,0.5100073080307244,0.5909250934055665,0.1175303815542107,0.8858463092521711
83,0.9166479621266521,0.6373941709292605,0.0680571401710015,0.7862434335718665,0.21702656673297094,0.4169234516323156,0.2653648345201046,0.4528842125265341,0.3965180913484061,0.40274065045938023,1.5973284590805152
84,0.8855418862859583,0.680031157398171,0.45951181083713744,0.8554944895594551,0.19729955982886116,0.08743841541582276,0.7974149625712285,0.0032589536450520207,0.9216392829778437,0.6598824562103018,1.5524769287811973
85,0.25842384523266904,0.5190449608503861,0.14909794925531494,0.5639626160368496,0.018918570742932905,0.46128037024595125,0.2244959898699781,0.6567476310331862,0.5290812645119651,0.14963896197699544,1.1244874395073075
86,0.8870884307594634,0.6690355542735116,0.282371642370727,0.2640434893000886,0.37475337963058175,0.8222951116364626,0.9804118571806372,0.12847924795643617,0.7768346707784352,0.8407713065735032,1.560510802693163
87,0.5743652653507059,0.011035895971289955,0.7079739366562279,0.21915139220983437,0.14524260713618486,0.25643349551126937,0.31746674980633294,0.861133603372788,0.28545955991014804,0.24201271839403238,1.5437965971017154
88,0.9791631044462713,0.4648889849792289,0.1770445201512042,0.6791657097818663,0.5451844243106124,0.3309413372681238,0.9072514965772166,0.29416943000823104,0.047631027330124365,0.7756327296444236,1.7242105660975384
89,0.6339669511424427,0.1761570743176819,0.661466624265907,0.8044366009442997,0.6236497831623282,0.9880236026487019,0.7892271864868889,0.7611785123787036,0.9387350593932685,0.8154616157884685,1.5773714845645799
90,0.5530956290160679,0.8437425177902051,0.10395818669861345,0.3941726211177192,0.7308437060723535,0.17686490050860315,0.3263709377052928,0.6416888202407394,0.9211740601769025,0.49839096872762223,1.1907140538439724
91,0.31071149912944795,0.612314965170097,0.4068172719767984,0.17656614697558193,0.7838277995412195,0.3630879921022918,0.7662158984646155,0.31681727968675766,0.28869667020241685,0.882410705356176,1.1244719296367651
92,0.06880070901860147,0.19739356001747954,0.21604521214487804,0.36269874573521865,0.15645477143698416,0.8403790047461266,0.9893856018926254,0.7805187565505687,0.45716543789422937,0.23665248941715633,1.0496585077396583
93,0.9527791777029286,0.6948751483455021,0.21874679809468278,0.807877099493251,0.8846143847987566,0.13223442635762872,0.855302085458976,0.3261280336018665,0.9999539808856263,0.6039996396924349,1.5837265045113937
94,0.22393844909446325,0.3367065380074158,0.7062126762400902,0.15149492367528627,0.3513886320238545,0.15841666488173523,0.3808401436894321,0.990811968248364,0.8845333886776839,0.10180783743134758,1.1667618216903382
95,0.040053394105028506,0.44444176618378883,0.2391435348745673,0.8483032022092556,0.3524213320924069,0.6799336134163428,0.27409984430884937,0.7118057955187114,0.2052713911308447,0.8298758543827518,0.9434639970737496
96,0.14133183067449384,0.8234459836639844,0.023118467901566686,0.44259758527368553,0.8052935056745917,0.952786961179122,0.18146223244623494,0.2868832108558942,0.1871549083917483,0.40507230419275964,0.8208743860563908
97,0.9508801636009578,0.7044405814760623,0.980160779511225,0.8337318613840382,0.3072124480575631,0.8443731294740229,0.10959817297973562,0.8069399201088089,0.6545787270071038,0.40149162483934375,1.5765026684339176
98,0.46015110758239575,0.5225169216008628,0.23641396917327373,0.7287310771435315,0.5111944822131689,0.9662768769335306,0.16752035771903206,0.39239959205807173,0.32581461932392797,0.8521536886035384,1.3109581696027166
99,0.844122388330167,0.2408694849866424,0.8196507063971735,0.19355904234032228,0.13891741976795546,0.6897598775260568,0.45022095450988864,0.8665576309649838,0.21565404654475107,0.6805499795670649,1.7186524436566641
100,0.2377604471106124,0.6397359165823293,0.696781742333196,0.6316412876760649,0.4416679370245249,0.22837027147707656,0.5376017263392381,0.453232742987166,0.3141875915470339,0.0019314382162392008,1.038063978967115
101,0.16521364279934647,0.7805722893637674,0.4674885749476485,0.08055609537397468,0.5979638795582033,0.8886374954714371,0.47449587477492183,0.7289458963758797,0.8898837487583101,0.5566356324300987,0.8759156046821385
102,0.22337419564395067,0.9019804188192873,0.24361258019293153,0.753815936939521,0.013657973271499979,0.25585603299842763,0.6850778671884111,0.9304705582560108,0.24372028279610147,0.8431756661965145,0.842243609068167
103,0.4921281399699494,0.3568562827412406,0.5875291316968088,0.7155308535612538,0.3260091648676027,0.19551401225179432,0.9835382111031213,0.8021128142303767,0.7854824172118008,0.6242981392378343,1.4095151645070545
104,0.5734748513851617,0.6721926875052747,0.9961276623315057,0.12719004678235535,0.11628936234180309,0.14535345592796434,0.6430340299363815,0.0467778641600779,0.9277610165899577,0.8156271310634062,1.3253153623561595
105,0.23018162079437565,0.6410269037075859,0.8951273677994578,0.11341297853373367,0.1835870568165986,0.9070153142510207,0.6830826984556497,0.5517270656854455,0.6850546184978535,0.4513771003513798,1.0297745794084894
106,0.7284597912118824,0.04455464245031915,0.8819446943812677,0.047114695669901896,0.13976381712820463,0.5238732715511054,0.10482370676581576,0.7301292329596799,0.4355982743970982,0.7795998473878059,1.6648268799985646
107,0.27782547222477394,0.16843980796237656,0.9575197012382995,0.08911367352796051,0.8420438973954377,0.7068844435356206,0.3691184227653147,0.2373676481225061,0.21371780779215954,0.1178731012704437,1.2603323742969434
108,0.2729707482562608,0.8235480009826243,0.993832054995526,0.727959801729086,0.1306139463370528,0.0654758504058578,0.3086982464942386,0.5367914318767993,0.24127044229388006,0.525928654927317,0.9497136768410552
109,0.532759090204963,0.31186911445562193,0.770443710862089,0.9055716915939159,0.9718287840477935,0.11574731102159364,0.10395546610634776,0.32897950996754455,0.018155683870353823,0.4497396129418809,1.4603245055127017
110,0.9582011992333096,0.45442803127510556,0.6106059456565587,0.2125068905782601,0.30522261824109176,0.9931419932086565,0.29456687629446643,0.08648591106586967,0.7066835179754682,0.5878863148723417,1.7168573330883965
111,0.8033295118122382,0.74557703820274,0.43248899203733937,0.4167834856190272,0.7676921901666757,0.5058067960227565,0.9415680573638232,0.609691051775846,0.31272736380300925,0.041952465042402354,1.4553476144099406
112,0.8278644333508822,0.8932485626421783,0.7954686349133127,0.13868316196953723,0.6725845053015723,0.9633348551706199,0.03310281276737148,0.004830850626040939,0.190903935890834,0.6331868560667807,1.364146220695621
113,0.6403979884094884,0.5039220800297349,0.8646003660859503,0.9676539932394136,0.28045881416499696,0.39264437173158595,0.23206449554461417,0.7391814210868969,0.8402583872087837,0.5203109639466005,1.4734883323263779
114,0.8013049557838585,0.9201516534217213,0.7326114862228422,0.5272288394295046,0.030505305916224357,0.8142369670212886,0.008997711088407523,0.8626996075038642,0.29878646493442684,0.9065309695710324,1.3243053077630589
115,0.48624141412439426,0.4278737567866866,0.8088188526574385,0.8060456841576336,0.41399043347090525,0.7289760342004293,0.6350869683448725,0.17080015190088105,0.028371838574363983,0.12900044374565534,1.3774154504175387
116,0.6167081700037259,0.8846450413858138,0.38585036468224443,0.7790567055932186,0.7179662191455972,0.9528868357620477,0.21532832270852498,0.667313654951078,0.7882708006986179,0.34371112800986536,1.2128163820086266
117,0.6688183280062117,0.860743446165126,0.3978673855205478,0.9261981225843428,0.32001384679198197,0.9702445959332487,0.08181538218711215,0.43022089693841514,0.1475406662548998,0.15669739818680473,1.2722000173377463
118,0.5969814654330354,0.546873317780143,0.2511888239087282,0.8615550465852385,0.34962505762129836,0.5691148556281758,0.16408345249225065,0.4690246015755898,0.4882147570909393,0.47283304115736213,1.4166830800066201
119,0.8468700039644085,0.09644395610585643,0.14873456114750738,0.1954386533233884,0.14591698806859354,0.18332574895267362,0.09638958971919898,0.5797002051167307,0.6581725741629846,0.7016011743379205,1.7447520568844628
120,0.9506286531623098,0.2686004200569282,0.3466136316377424,0.5534277028706235,0.637943917482722,0.633793518824428,0.6474544837102647,0.5699019026117863,0.0666377358155642,0.8221990240748027,1.778062357950015
121,0.9584581399739898,0.29386572019468316,0.9271956864991577,0.3547694184096476,0.7979313380902199,0.497279599416279,0.6452465705484467,0.3285991105362863,0.5746402395193978,0.7490991259817866,1.7759513113631211
122,0.6728978210461636,0.017648180721215545,0.6862797580963308,0.41573684981165626,0.09536976679501286,0.17888443120593722,0.3477375706899093,0.1817501657497771,0.31856684390274226,0.1801149602221498,1.6239851652509807
123,0.871448429930661,0.5282624720038716,0.10661092082116908,0.7667245606896378,0.6298247317506774,0.15202832163017876,0.641805952298042,0.3589239341427519,0.09144326636032407,0.39748503932801493,1.629123686286661
124,0.2476815649009445,0.5916344830571595,0.8049964330195961,0.7809975560684982,0.7373846201713905,0.4880664276540335,0.639200707502338,0.1379945229462911,0.07189263198383211,0.7565512301576005,1.0759945902590253
125,0.7918837289300955,0.7515256713338979,0.5390255875632348,0.5584276379706749,0.4545222067325806,0.9143134697575455,0.1242398758954093,0.4993529464790962,0.3156017555336862,0.21190175509507347,1.4430042706282744
126,0.4410626775128542,0.9673223711683766,0.49441000149041014,0.404720851103487,0.5808223624994996,0.7736264744695264,0.20949208396339136,0.46330388518337373,0.02772209267034731,0.27405505525417606,0.9951978193604373
127,0.12239184228777189,0.25520087255265034,0.12738594065979414,0.9801049915885152,0.6239257554369162,0.413677565072024,0.879209738381903,0.5186447616747918,0.9158287063308562,0.8367381419984842,1.0901546890230118
128,0.8244173655817492,0.45303746628723074,0.26931917670952943,0.7785813913392473,0.433843652980507,0.6931491224461078,0.5442266942319436,0.17196603091114948,0.07265633857537035,0.589064607460189,1.6341002550339254
129,0.5296532268556783,0.8152560728156705,0.3517511116680657,0.18649431557897733,0.20608838015267916,0.2374692484799109,0.4805137635488548,0.7962657163643431,0.8870335402354,0.08071188112492622,1.1910646004633947
130,0.15973503185803317,0.053533125226268186,0.4467674407779342,0.2693688791836294,0.3138127143838273,0.2661619641159019,0.07829629575308783,0.7982078239113116,0.7742745360089385,0.5034374439118328,1.1581896318861051
131,0.9465183002653148,0.465480021375413,0.22643626572274855,0.5552518606036636,0.9356755143413354,0.8176958585008727,0.0927987888191859,0.411583276614092,0.9117783342786698,0.8922058829889934,1.7056021166406572
132,0.5539020820261411,0.21010949812607327,0.26345231324186846,0.5775992425346331,0.05180334349023197,0.9248259305316031,0.9977548085573331,0.2557849448752283,0.9959101895315857,0.7011358660603495,1.5041411587947005
133,0.42870616132617045,0.15716115851061074,0.22060882776982804,0.0506543149308305,0.966990771545098,0.6813531892573182,0.28189289005492335,0.9491791005604574,0.4708292482704406,0.5527023822761983,1.4040267482046243
134,0.02320018976384086,0.9983138912766543,0.4807631766965905,0.3181598896726533,0.2916651788458897,0.6250686335295675,0.8338770595819943,0.013111535696934462,0.03208326456410848,0.2628466014094929,0.5652975189485319
135,0.5831707056079326,0.11309412083621861,0.4701400254647561,0.27977880571932,0.4784494759411094,0.9116012848251834,0.014360213160542812,0.8580988290794329,0.9895848497790237,0.34297956445189226,1.545175296404753
136,0.28473461716137183,0.6398583251520901,0.6394882111568371,0.3573535884125172,0.5513378898189032,0.7109401184994495,0.46462406983701676,0.6595231756108172,0.8804247608255601,0.8724913760445637,1.0838675887525955
137,0.0835845424582331,0.8155124319603125,0.8565466554133799,0.08193675282800505,0.24801233255303679,0.9726794393284169,0.8766223378780124,0.7482183805395394,0.35570098739856126,0.9060268616047301,0.7693836513773101
138,0.5159465086497029,0.7121553337626929,0.512991159927357,0.5509596700790751,0.7681923566866344,0.8863841519040462,0.5046189828402173,0.16974854749115698,0.4690770021999786,0.13490738340896058,1.2508399395209955
